                                                                                                                                                                                                                                                                
                        1                        2
                   M_star               freq_units
  0.3172774000000000E+034UHZ                      
                        1                        2                        3
                     n_pg                 Re(freq)                 Im(freq)
                     -100  0.3998024269137068E+001  0.0000000000000000E+000
                      -99  0.4023288026617194E+001  0.0000000000000000E+000
                      -98  0.4049110066713776E+001  0.0000000000000000E+000
                      -97  0.4075495109909743E+001  0.0000000000000000E+000
                      -96  0.4102441560211164E+001  0.0000000000000000E+000
                      -95  0.4129949708160132E+001  0.0000000000000000E+000
                      -94  0.4158028626444131E+001  0.0000000000000000E+000
                      -93  0.4186697233042511E+001  0.0000000000000000E+000
                      -92  0.4215979276002891E+001  0.0000000000000000E+000
                      -91  0.4245895207079919E+001  0.0000000000000000E+000
                      -90  0.4276454445634881E+001  0.0000000000000000E+000
                      -89  0.4307656587770703E+001  0.0000000000000000E+000
                      -88  0.4339500908172680E+001  0.0000000000000000E+000
                      -87  0.4372002801568217E+001  0.0000000000000000E+000
                      -86  0.4405209337383958E+001  0.0000000000000000E+000
                      -85  0.4439200428097873E+001  0.0000000000000000E+000
                      -84  0.4474068717628780E+001  0.0000000000000000E+000
                      -83  0.4509890398746729E+001  0.0000000000000000E+000
                      -82  0.4546705134566213E+001  0.0000000000000000E+000
                      -81  0.4584515296259629E+001  0.0000000000000000E+000
                      -80  0.4623300349183093E+001  0.0000000000000000E+000
                      -79  0.4663037968958351E+001  0.0000000000000000E+000
                      -78  0.4703729269375248E+001  0.0000000000000000E+000
                      -77  0.4745418451815110E+001  0.0000000000000000E+000
                      -76  0.4788192580697092E+001  0.0000000000000000E+000
                      -75  0.4832157486431847E+001  0.0000000000000000E+000
                      -74  0.4877403114308180E+001  0.0000000000000000E+000
                      -73  0.4923979324371571E+001  0.0000000000000000E+000
                      -72  0.4971897423742042E+001  0.0000000000000000E+000
                      -71  0.5021162264262792E+001  0.0000000000000000E+000
                      -70  0.5071820633956965E+001  0.0000000000000000E+000
                      -69  0.5124003493713877E+001  0.0000000000000000E+000
                      -68  0.5177926392901375E+001  0.0000000000000000E+000
                      -67  0.5233827932038881E+001  0.0000000000000000E+000
                      -66  0.5291880973074163E+001  0.0000000000000000E+000
                      -65  0.5352145434541772E+001  0.0000000000000000E+000
                      -64  0.5414572871964019E+001  0.0000000000000000E+000
                      -63  0.5479043595445731E+001  0.0000000000000000E+000
                      -62  0.5545422216966010E+001  0.0000000000000000E+000
                      -61  0.5613647417033550E+001  0.0000000000000000E+000
                      -60  0.5683859491229534E+001  0.0000000000000000E+000
                      -59  0.5756444304772297E+001  0.0000000000000000E+000
                      -58  0.5831888587267440E+001  0.0000000000000000E+000
                      -57  0.5910533814250379E+001  0.0000000000000000E+000
                      -56  0.5992445023884827E+001  0.0000000000000000E+000
                      -55  0.6077455804935097E+001  0.0000000000000000E+000
                      -54  0.6165342074203111E+001  0.0000000000000000E+000
                      -53  0.6256114560547289E+001  0.0000000000000000E+000
                      -52  0.6350282040479046E+001  0.0000000000000000E+000
                      -51  0.6448758747599965E+001  0.0000000000000000E+000
                      -50  0.6552364530435697E+001  0.0000000000000000E+000
                      -49  0.6661438098158832E+001  0.0000000000000000E+000
                      -48  0.6775834824326370E+001  0.0000000000000000E+000
                      -47  0.6895052289837230E+001  0.0000000000000000E+000
                      -46  0.7018383442125370E+001  0.0000000000000000E+000
                      -45  0.7145338427898626E+001  0.0000000000000000E+000
                      -44  0.7276564863569428E+001  0.0000000000000000E+000
                      -43  0.7414292813032580E+001  0.0000000000000000E+000
                      -42  0.7560986061306409E+001  0.0000000000000000E+000
                      -41  0.7717802599931534E+001  0.0000000000000000E+000
                      -40  0.7884611855282285E+001  0.0000000000000000E+000
                      -39  0.8060671133781740E+001  0.0000000000000000E+000
                      -38  0.8245050075918217E+001  0.0000000000000000E+000
                      -37  0.8437026715437050E+001  0.0000000000000000E+000
                      -36  0.8637115191046940E+001  0.0000000000000000E+000
                      -35  0.8848076474687220E+001  0.0000000000000000E+000
                      -34  0.9074092359131040E+001  0.0000000000000000E+000
                      -33  0.9318342166639420E+001  0.0000000000000000E+000
                      -32  0.9582227749711274E+001  0.0000000000000000E+000
                      -31  0.9866090763599740E+001  0.0000000000000000E+000
                      -30  0.1016964003825597E+002  0.0000000000000000E+000
                      -29  0.1049111360071899E+002  0.0000000000000000E+000
                      -28  0.1082630916478558E+002  0.0000000000000000E+000
                      -27  0.1117172394612403E+002  0.0000000000000000E+000
                      -26  0.1153599129456786E+002  0.0000000000000000E+000
                      -25  0.1193914996668936E+002  0.0000000000000000E+000
                      -24  0.1239303297791604E+002  0.0000000000000000E+000
                      -23  0.1289895492058526E+002  0.0000000000000000E+000
                      -22  0.1345496320269101E+002  0.0000000000000000E+000
                      -21  0.1405545552683679E+002  0.0000000000000000E+000
                      -20  0.1468541756351684E+002  0.0000000000000000E+000
                      -19  0.1532408631740771E+002  0.0000000000000000E+000
                      -18  0.1600515705864465E+002  0.0000000000000000E+000
                      -17  0.1681153193124640E+002  0.0000000000000000E+000
                      -16  0.1776948575183538E+002  0.0000000000000000E+000
                      -15  0.1887102085692223E+002  0.0000000000000000E+000
                      -14  0.2009142951514763E+002  0.0000000000000000E+000
                      -13  0.2135896366566598E+002  0.0000000000000000E+000
                      -12  0.2268406740564727E+002  0.0000000000000000E+000
                      -11  0.2434352694978912E+002  0.0000000000000000E+000
                      -10  0.2649791615863058E+002  0.0000000000000000E+000
                       -9  0.2922845058274091E+002  0.0000000000000000E+000
                       -8  0.3272432785951764E+002  0.0000000000000000E+000
                       -7  0.3726257978285165E+002  0.0000000000000000E+000
                       -6  0.4334635090155323E+002  0.0000000000000000E+000
                       -5  0.5176504860574137E+002  0.0000000000000000E+000
